filename, BGalaxyPintoB, BlueBolt, CRS-CBS, FancyTigerB, KingKongB, Neo-Caridina, OETB, PandaB, RGalaxyPintoB, RacoonTigerB, ShadowMosura, TangerineTigerB, WhiteGoldenB
IMG_2228-MP4_1683076853-6226447-11_jpg.rf.0077d1f1d88672c8fdf96aec36ecbc34.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_3172-MP4_1682968245-9277074-146_jpg.rf.00b716cf89bdff62ae032d25c1b92310.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_3288-MP4_1683077015-2049608-2_jpg.rf.00b32b43896a1f408a78bcda82805c2b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_4874-MP4_1683077365-7751634-4_jpg.rf.00ba6e78bd1ce1e1ff729200c107e7c0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-1647_jpg.rf.00c6b2c505f79dc664e9a953fd46ccff.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_2060_MOV-231_jpg.rf.008adb2eda8a20c3f0a080f892444241.jpg, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
IMG_3478-MP4_1683077024-3429394-13_jpg.rf.00d6b6fa4c8c212d509392fe1f733297.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3584-MP4_1683077028-4747572-1_jpg.rf.00bce46e3797b3e5e38b48b7087a7034.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_2060_MOV-172_jpg.rf.008a241a79ec78cdf9eaeb21c58c8f9d.jpg, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1
DSC_1939_MOV-1310_jpg.rf.009fdd91d9c8056aa70303e469416da8.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3160-MP4_1683076981-1161737-12_jpg.rf.00de2dc1c36e94fb0d0da1013af17bf1.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_2312_MP4-3_jpg.rf.00cb45dc134a3f136aed14a8e0315a7e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3180_MP4-6_jpg.rf.009c2ae715cbe6ca1cbeff928734aa8c.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
DSC_2060_MOV-193_jpg.rf.00d73a484329a6ae16c48a46117d0009.jpg, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
DSC_0439_MOV-231_jpg.rf.00d67304de438bfcb390fa21d09d784f.jpg, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_2815_MP4-19_jpg.rf.00e117897a4699700ac79e71c54ed843.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_4898-MOV_1683077372-2052875-1_jpg.rf.000bd7cec739e74e7d85f14e27e497d0.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-358_jpg.rf.00e16824a006a47928dde0f5204e1bf9.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_5025-MP4_1683077428-3288496-5_jpg.rf.00caf2e123cf7073a704ff08041ccd02.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_3084-MOV_1683076936-5013645-15_jpg.rf.00f18690da6ab815b023302f17584cc5.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1004_MOV-253_jpg.rf.00ea64782570f21dbd912d5163fb0b7e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
DSC_2060_MOV-543_jpg.rf.00d9736fc01bf6072516c8ee1592542d.jpg, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1
IMG_3165_MP4-12_jpg.rf.00c4b0128dbbc2852315693961de101f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_0165_MOV-181_jpg.rf.00e27d025f2d9f7ef08bffb9e10ef397.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3163-MP4_1682968234-496662-8_jpg.rf.00f5594e902825aabac5c1ae7e77407a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
IMG_3163-MP4_1683076984-3479056-7_jpg.rf.00dbf7bb948e021cde358e8d1532ba8e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
DSC_2059_MOV-86_jpg.rf.010828550c22ef255259ddf0df786604.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1
DSC_0146_MOV-172_jpg.rf.00f192d1c6dfcff844c13c94628a0d61.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3172-MP4_1682968242-4328172-10_jpg.rf.00e3e572e94194cbd8f6a7734a90e358.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_3837_JPEG.rf.00ff3fc66d44bbe30640d06c48e988f9.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3084-MOV_1682968169-2440238-144_jpg.rf.01374d0e19f4cedd93a5afc9f2075993.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-925_jpg.rf.0130877153147587e816d1298fccfa9a.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_4234-MP4_1683077181-3177052-31_jpg.rf.011d0df46cbaca673145310636394fc9.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_4963-mov_1683077407-4892461-0_jpg.rf.014ad1ac96736f64a9c81474f0e1c646.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
DSC_2060_MOV-207_jpg.rf.013d011cf8d32aa7a78499638792c964.jpg, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_4236-MP4_1683077182-0177684-4_jpg.rf.00a18c1645f8f3e11ab9222b9c6fdb60.jpg, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
DSC_0439_MOV-24_jpg.rf.00f967b80cceede4cdaf716ba15709e6.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_4458_JPEG.rf.01103305913fd992c7609ff30d9432ce.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
DSC_2030_JPG.rf.010d582ba244e2778d2c077e18522653.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-644_jpg.rf.010bf049ac2e0b2f00c456f96af50bff.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-583_jpg.rf.014852bfb3f7926629f86c5507a593a2.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_2059_MOV-18_jpg.rf.013edab1c0f60194fa84647ac70979c2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_4034-MP4_1682995490-6031928-0_jpg.rf.013495ad1a307c06ee80d5219980930e.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_2065_MOV-209_jpg.rf.015de3ac7b990a11dc94f4d137c1ef4a.jpg, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_4239_JPEG.rf.011cdc3ac59e30b05294e3bdb71205f3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
IMG_3193-MOV_1683076997-4928777-1_jpg.rf.0156ddec6d2e5a6290b142bbcf4d5cec.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_2184_MP4-2_jpg.rf.011651bf16efd768575a562ea9fc46d6.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_3996_MP4-6_jpg.rf.011595a78e8b1907b080694747a6d3e4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_0349_JPG.rf.0155ed34eb563d57f8099f2d7be6c108.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_0801_MOV-107_jpg.rf.0179f728f4857c182c141ed33478d66b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
IMG_3210-MP4_1682995469-7129579-1_jpg.rf.0161e86866a199e8e2dc09f1bc7c9c89.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-1262_jpg.rf.0145474a40a2b4c5439c9a0c4182e1b7.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3163-MP4_1682968235-7192612-50_jpg.rf.0172b5fd67fb47cdb69239ad4502a422.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
IMG_3995-MP4_1683077086-9917865-2_jpg.rf.0167d04ce7751314611e79868e72877a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3605-MP4_1683077032-4566689-19_jpg.rf.016ec8d763ca0d6e2f616f80333bd8f4.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_2192-MP4_1683076851-5683522-0_jpg.rf.018783ca82e52ecfe7f264b73fd05cb2.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
joined_video_bca23521a63a45ccbd0c4d60b92d8e2c-MP4_1683077628-0779867-4_jpg.rf.0186077751810885fdc96cf590b176f1.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_3185-MP4_1682968247-2217836-33_jpg.rf.0184c5f577e9cfb73fe1d6bfa2d233b8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
DSC_1939_MOV-1308_jpg.rf.01418148ed4437e9581f7245ab01d7a6.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3070-MOV_1682968125-303693-102_jpg.rf.0158c22f3ac479b3271d12a4fed174df.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_3847-MOV_1683077065-6040123-18_jpg.rf.0174134bb775ee2ec244c5f7be4578df.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
IMG_3185-MP4_1682968246-3872578-9_jpg.rf.018e215e91929c92f74151e27177ad2b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_3105-MP4_1682968175-1805959-18_jpg.rf.0172d17e117813fdf84f21ca6c2a6cb8.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
DSC_2060_MOV-6_jpg.rf.018d9563cb57e28541e6036da25aaaae.jpg, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0
DSC_1939_MOV-835_jpg.rf.0162a512fe6bf9ed1f2c7780a6d19203.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_2560_JPEG.rf.018fb7cb2335b6bd8e1091d9b99ed0a9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
joined_video_48432ce0aadd43c9b652587788d58cb1-mp4_1683077606-384127-8_jpg.rf.018af62c364ebd15b05482b73fb21f4a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
DSC_1004_MOV-23_jpg.rf.014e45e32373a9c2557928f194d1ccc5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
DSC_2064_MOV-54_jpg.rf.018ee99832a992ba928ee8e601ccf3c1.jpg, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
DSC_1939_MOV-600_jpg.rf.0190d443a39b3d7c1b18af34781c4cb4.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_2065_MOV-231_jpg.rf.015901fc040c8dee4b99da5b13263c81.jpg, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_0269_JPG.rf.018de5dcdc89a10b0b1eeb64e69eddda.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-1086_jpg.rf.019724fdc3d8a20544185ff214b3b2ed.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_2059_MOV-81_jpg.rf.01925191d677b6b20c84d20053670953.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1
IMG_3142-MOV_1683076946-1797829-1_jpg.rf.0196ffb6be1b3274f8011cdbfdf276ff.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-1776_jpg.rf.01a60a8b5a3164a2f4ebfce9ea487805.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_0499_JPG.rf.01a886329abd70ee32fbe16e6d3e4b5c.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_4247-MP4_1683077183-843855-5_jpg.rf.01aa0dd4d9ae94e64ac7b778a0e06282.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
DSC_0203_JPG.rf.01ab471e5acd7b7502f094caa3cfac7e.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1004_MOV-233_jpg.rf.01a1c39b48df7da75495d2be1bf516e2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
DSC_1939_MOV-449_jpg.rf.0199a62a7c740d990982c09389b29915.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3557_JPEG.rf.018970bb888a17e0d0c231530b1a4b57.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_5261_MOV-8_jpg.rf.01983aa96ef6572e874e3dd9f8c48c7f.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
IMG_3070-MOV_1682968128-4156015-118_jpg.rf.01a19a266a552c34dbd337a6dc61a25f.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_4897-MP4_1683077368-2546215-13_jpg.rf.01a6262ed0608c88e69893121edf7129.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_2082_JPEG.rf.01bf196879d9b5e615e0049995285c40.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3070_MOV-24_jpg.rf.01c13c9a52423a5e2d6496c242d65356.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG_3393-MP4_1682995475-7893274-2_jpg.rf.00c805b5ccfed881739ae8b46e54448f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG_3160-MP4_1682968230-7822769-200_jpg.rf.019dfb3f8d971a10946eefbf6f6b69cd.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_5026-MP4_1683077432-4412317-23_jpg.rf.01caaefafa221e7826217b77cc99d45f.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-537_jpg.rf.01948f91b76181d3893617ad575ab18c.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3165-MP4_1683076985-6302652-1_jpg.rf.01da001a67490b0be1a1ed9afeac903f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-1370_jpg.rf.01aa48d0d687ceb3cf4b4baa4b1ea761.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_4031-MP4_1683077092-16994-26_jpg.rf.01b31d1b2ec2213b9f2effdc1fcddd9e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DSC_0439_MOV-27_jpg.rf.01cca4e2b1b55228e91fbcd606e8a1f2.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG_4882-MP4_1683077366-806824-6_jpg.rf.01d18f3134ea69e320b049f8cb0c0d7e.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
DSC_1939_MOV-1358_jpg.rf.01d115441b88bdafe4579d04f4e347e9.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
